code,name,category,source,field,detected_in_text,param_value,issue_type,severity,description
954607140,Umývací stôl s dvojdrezom vľavo a policou EKO 201 1400x700x850 mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,core,Rozmery (ŠxHxV),400x400x250,1400x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 1400x700x850
954606160,Umývací stôl s dvojdrezom vľavo a policou EKO 201 1600x600x850 mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,core,Rozmery (ŠxHxV),500x500x250,1600x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1600x600x850
954606140,Umývací stôl s dvojdrezom vľavo a policou EKO 201 1400x600x850 mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,core,Rozmery (ŠxHxV),400x400x250,1400x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 1400x600x850
954597160,Umývací stôl s dvojdrezom vľavo a policou EKO 201 1600x700x850 mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,core,Rozmery (ŠxHxV),500x500x250,1600x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1600x700x850
954597140,Umývací stôl s dvojdrezom vpravo a policou EKO 201 1400x700x850 mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,core,Rozmery (ŠxHxV),500x500x250,1400x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1400x700x850
954596140,Umývací stôl s dvojdrezom vpravo a policou EKO 201 1400x600x850 mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,core,Rozmery (ŠxHxV),400x400x250,1400x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 1400x600x850
954477140,Umývací stôl s drezom vľavo a policou EKO 201 1400x700x850 mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,core,Rozmery (ŠxHxV),500x500x250,1400x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1400x700x850
954477120,Umývací stôl s drezom vľavo a policou EKO 201 1200x700x850 mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,core,Rozmery (ŠxHxV),500x500x250,1200x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1200x700x850
954476140,Umývací stôl s drezom vľavo a policou EKO 201 1400x600x850 mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,core,Rozmery (ŠxHxV),500x500x250,1400x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1400x600x850
954476120,Umývací stôl s drezom vľavo a policou EKO 201 1200x600x850 mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,core,Rozmery (ŠxHxV),500x500x250,1200x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1200x600x850
954476100,Umývací stôl s drezom vľavo a policou EKO 201 1000x600x850 mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,core,Rozmery (ŠxHxV),400x400x250,1000x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 1000x600x850
954467140,Umývací stôl s drezom vpravo a policou EKO 201 1400x700x850 mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,core,Rozmery (ŠxHxV),500x500x250,1400x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1400x700x850
954466140,Umývací stôl s drezom vpravo a policou EKO 201 1400x600x850 mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,core,Rozmery (ŠxHxV),500x500x250,1400x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1400x600x850
954466120,Umývací stôl s drezom vpravo a policou EKO 201 1200x600x850 mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,core,Rozmery (ŠxHxV),500x500x250,1200x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1200x600x850
954466100,Umývací stôl s drezom vpravo a policou EKO 201 1000x600x850 mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,core,Rozmery (ŠxHxV),400x400x250,1000x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 1000x600x850
8072XXXX,Umývací stôl s jedným drezom a s policou 1900x700x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,core,Rozmery (ŠxHxV),500x500x250,1900x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1900x700x850
F882251,Barová chladnička Forcar 2x dvere,Gastro Prevádzky a Profesionáli > Chladenie a mrazenie > Presklené chladničky,gastromarket,Rozmery (ŠxHxV),855x408x765,920x535x920,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 855x408x765 diverge from filter 920x535x920
P781512,Pizapec dvojkomorová BASIC XL66 na hĺbku,Gastro Prevádzky a Profesionáli > Pizza a cestoviny > Pece na pizzu,gastromarket,Rozmery (ŠxHxV),720x1080x140,1005x1315x745,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 720x1080x140 diverge from filter 1005x1315x745
P781506,Pizapec jednokomorová BASIC XL6 na hĺbku,Gastro Prevádzky a Profesionáli > Pizza a cestoviny > Pece na pizzu,gastromarket,Rozmery (ŠxHxV),720x1080x140,1005x1315x415,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 720x1080x140 diverge from filter 1005x1315x415
C781606,Pizzapec CUPPONE Donatello 6 x 36,Gastro Prevádzky a Profesionáli > Pizza a cestoviny > Pece na pizzu,gastromarket,Rozmery (ŠxHxV),720x1080x150,1155x1410x437,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 720x1080x150 diverge from filter 1155x1410x437
S746043,"Fritéza Caterina 2x3,5 l",Gastro Prevádzky a Profesionáli > Stolné varné zariadenia > Fritézy,core,Príkon (W),2.0 kW (2000 W),4000,TEXT_PARAM_MISMATCH,WARNING,Text states 2.0 kW (2000 W) but filter has 4000 W
MORETTI FORNI_IDM60.60,Pec na pizzu iD-M 60.60,Gastro Prevádzky a Profesionáli > Pizza a cestoviny > Pece na pizzu,forgastro,Rozmery (ŠxHxV),610x660x140,850x991x481,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 610x660x140 diverge from filter 850x991x481
MORETTI FORNI_IDM105.65,Pec na pizzu iD-M 105.65,Gastro Prevádzky a Profesionáli > Pizza a cestoviny > Pece na pizzu,forgastro,Rozmery (ŠxHxV),1050x660x140,1320x1095x463,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 1050x660x140 diverge from filter 1320x1095x463
MORETTI FORNI_IDM105.105,Pec na pizzu iD-M 105.105,Gastro Prevádzky a Profesionáli > Pizza a cestoviny > Pece na pizzu,forgastro,Rozmery (ŠxHxV),1050x1050x140,1320x1495x463,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 1050x1050x140 diverge from filter 1320x1495x463
MORETTI FORNI_IDD72.72,Pec na pizzu iD-D 72.72,Gastro Prevádzky a Profesionáli > Pizza a cestoviny > Pece na pizzu,forgastro,Rozmery (ŠxHxV),720x720x140,988x1152x760,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 720x720x140 diverge from filter 988x1152x760
MORETTI FORNI_IDD105.105,Pec na pizzu iD-D 105.105,Gastro Prevádzky a Profesionáli > Pizza a cestoviny > Pece na pizzu,forgastro,Rozmery (ŠxHxV),1050x1050x140,1320x1495x760,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 1050x1050x140 diverge from filter 1320x1495x760
MORETTI FORNI_IDD65.105,Pec na pizzu iD-D 65.105,Gastro Prevádzky a Profesionáli > Pizza a cestoviny > Pece na pizzu,forgastro,Rozmery (ŠxHxV),660x1050x140,924x1495x760,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 660x1050x140 diverge from filter 924x1495x760
MORETTI FORNI_IDD105.65,Pec na pizzu iD-D 105.65,Gastro Prevádzky a Profesionáli > Pizza a cestoviny > Pece na pizzu,forgastro,Rozmery (ŠxHxV),1050x660x140,1320x1095x760,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 1050x660x140 diverge from filter 1320x1095x760
MORETTI FORNI_IDD72.42,Pec na pizzu iD-D 72.42,Gastro Prevádzky a Profesionáli > Pizza a cestoviny > Pece na pizzu,forgastro,Rozmery (ŠxHxV),720x420x140,988x798x760,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 720x420x140 diverge from filter 988x798x760
MORETTI FORNI_T65E,Priebežná pec na pizzu T 65 E,Gastro Prevádzky a Profesionáli > Pizza a cestoviny > Pece na pizzu,forgastro,Príkon (W),4.5 kW (4500 W),8900,TEXT_PARAM_MISMATCH,WARNING,Text states 4.5 kW (4500 W) but filter has 8900 W
